"species","file","class","code","time"
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",18.51
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",18.681
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",18.809
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",19.107
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",19.406
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",19.491
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",19.64
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",19.94
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",20.216
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",20.24
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",20.48
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",20.78
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",20.92
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",21.026
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",21.324
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",21.623
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",21.733
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",21.921
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",22.16
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",3,"confounding behav start",22.454
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",22.46
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",22.76
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",23.009
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",23.307
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",23.606
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",23.734
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",23.84
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",24.14
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",24.38
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",24.44
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",24.68
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",25.04
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",25.29
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",25.4
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",25.588
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",25.887
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",26.121
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",26.121
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",3," confounding behav end",26.121
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",26.484
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",26.846
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",26.931
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",27.081
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",27.32
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",27.571
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",27.62
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",27.98
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",28.28
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",28.36
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",28.53
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",28.829
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",29.063
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",29.255
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",29.362
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",29.724
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",30.023
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",30.129
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",30.26
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",30.56
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",30.8
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",31.003
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",31.11
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",31.409
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",31.707
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",31.88
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",31.942
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",32.24
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",32.54
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",32.688
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",32.78
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",33.08
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",33.327
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",33.562
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",33.69
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",33.924
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",34.287
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",34.521
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",34.76
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",34.76
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",35
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",35.182
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",35.4
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",35.481
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",35.843
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",36.205
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",36.291
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",36.44
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",36.74
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",37.015
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",37.04
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",37.4
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",37.7
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",37.72
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",38
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",38.3
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",38.6
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",38.9
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",39.147
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",39.169
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",39.382
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",39.744
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",39.894
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",39.98
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",40.28
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",40.58
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",40.683
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",40.88
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",41.18
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",41.48
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",41.493
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",41.727
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",41.962
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",42.324
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",42.367
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",42.623
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",42.921
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",43.006
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",43.16
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",43.46
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",43.561
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",43.71
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",44.008
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",44.307
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",44.371
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",44.605
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",44.84
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",45.01
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",45.14
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",45.38
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",45.68
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",45.991
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",46.055
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",46.289
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",46.524
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",46.823
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",47.08
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",47.121
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",47.42
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",47.72
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",47.888
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",48.02
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",48.26
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",48.571
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",48.762
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",48.869
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",49.22
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",49.466
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",49.64
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",49.765
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",50.063
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",50.361
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",50.724
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",50.766
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",50.96
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",51.26
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",51.56
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",51.811
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",51.86
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",52.16
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",52.46
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",52.685
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",52.771
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",53.24
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",53.602
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",53.645
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",53.84
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",54.14
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",54.44
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",54.455
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",54.74
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",54.988
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",55.286
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",1,"voice_start",55.618
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",2,"tail_up",55.688
"Phaethornis yaruqui","entry0001_2016-06-10T103226_250.csv",0,"END",55.808
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",1,"voice_start",0.047
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",0.261
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",0.687
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",0.922
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",1,"voice_start",1.007
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",1.22
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",1.52
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",1,"voice_start",1.8
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",1.82
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",2.18
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",2.48
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",1,"voice_start",2.76
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",2.78
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",3.08
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",3.331
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",3.629
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",1,"voice_start",3.885
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",3.928
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",4.29
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",4.525
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",4.823
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",1,"voice_start",4.844
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",5.186
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",5.484
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",1,"voice_start",5.72
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",5.72
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",6.081
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",1,"voice_start",6.443
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",6.443
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",6.68
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",6.92
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",7.22
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",1,"voice_start",7.32
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",7.531
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",7.829
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",8.128
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",8.426
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",1,"voice_start",8.447
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",8.789
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",9.087
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",9.385
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",9.684
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",1,"voice_start",9.961
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",9.983
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",10.281
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",10.643
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",1,"voice_start",10.686
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",10.88
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",11.24
"Phaethornis yaruqui","entry0002_2000-01-01T000000_000.csv",2,"tail_up",11.48
